Code,Latitude,Longitude,Elevation,Name
USR0000ASKI,60.4839,-150.4606,179.8,SKILAK_GUARD_STATION_ALASKA
USR0000ASLC,64.59,-146.14,304.8,SALCHA_ALASKA
USR0000ASTO,61.0008,-153.8958,381.0,STONEY_ALASKA
USR0000ASTR,61.6467,-156.4333,80.8,STONEY_RIVER_ALASKA
USR0000ASWA,60.7278,-150.8722,85.3,SWANSON_RIVER_ALASKA
USR0000ATEL,63.44,-153.3567,198.1,TELIDA_ALASKA
USR0000ATOK,62.9572,-143.3467,701.0,TOK_RIVER_VALLEY_ALASKA
USR0000ATTA,64.4044,-148.4622,169.5,GOLD_KING_ALASKA
USR0000AVUN,66.7981,-146.7158,160.0,VUNZIK_LAKE_ALASKA
USR0000AWEI,64.315,-151.0833,320.0,WEIN_LAKE_ALASKA
USR0000AWON,63.4903,-150.8714,646.2,WONDER_LAKE_ALASKA
USW00025331,61.5961,-149.0917,70.1,PALMER_MUNI_AP
USW00026401,61.25,-149.8,58.5,ELMENDORF_AFB
USW00026403,64.85,-147.5833,148.1,LADD_AAB
USW00026407,64.6833,-147.0833,173.1,EIELSON_FLD
USW00026409,61.2169,-149.855,42.1,ANCHORAGE_MERRILL_FLD
USW00026410,60.4889,-145.4511,9.4,CORDOVA_M_K_SMITH_AP
USW00026411,64.8039,-147.8761,131.7,FAIRBANKS_INTL_AP
USW00026412,62.9614,-141.9292,522.1,NORTHWAY_AP
USW00026413,66.5706,-145.2342,132.0,FT_YUKON
USW00026414,63.3333,-149.1333,734.9,SUMMIT_WSO_AP
USW00026415,63.9944,-145.7214,389.2,BIG_DELTA_AP
USW00026422,64.7767,-141.1483,276.8,EAGLE_AP
USW00026425,62.1592,-145.4589,476.1,GULKANA_AP
USW00026435,64.55,-149.0717,109.7,NENANA_MUNI_AP
USW00026438,60.1283,-149.4167,6.7,SEWARD_AP
USW00026439,61.8,-147.6833,694.9,SHEEP_MTN_CAA_AP
USW00026440,63.3783,-143.3483,469.7,TANACROSS
USW00026442,61.1303,-146.3517,29.0,VALDEZ_WSO
USW00026445,60.0833,-142.5,8.2,YAKATAGA_AP
USW00026451,61.1689,-150.0278,36.6,ANCHORAGE_INTL_AP
USW00026491,61.1781,-149.9664,27.4,ANCHORAGE_LAKE_HOOD_AP
USW00026492,60.785,-148.8389,31.4,PORTAGE_GLACIER_V_C
USW00026494,64.9736,-147.51,347.5,FAIRBANKS_11_NE
USW00026501,64.7367,-156.9344,46.6,GALENA_AP
USW00026502,64.3267,-158.7417,55.2,KALTAG_AP
USW00026508,69.3694,-152.14,81.1,UMIAT
USW00026510,62.9575,-155.6103,101.5,MCGRATH_AP
USW00026514,61.9772,-151.2169,45.7,SKWENTNA
USW00026516,61.5833,-159.5333,26.2,ANIAK_AP
USW00026519,62.5167,-153.8833,458.1,FAREWELL_FAA_AP
USW00026523,60.5797,-151.2392,27.7,KENAI_MUNI_AP
USW00026528,62.32,-150.095,106.7,TALKEETNA_AP
USW00026529,65.1744,-152.1069,69.2,TANANA_CALHOUN_MEM_AP
USW00026533,66.9161,-151.5089,195.7,BETTLES_AP
USW00026535,66.0,-153.7,388.9,INDIAN_MTN_AFS
USW00026536,62.9,-155.9667,293.8,TATALINA
USW00026562,60.195,-154.3197,97.8,PORT_ALSWORTH_1_SW
USW00026563,60.7236,-150.4483,86.0,KENAI_29_ENE
USW00026615,60.785,-161.8292,31.1,BETHEL_AP
USW00026616,66.8667,-162.6333,9.1,KOTZEBUE_RALPH_WEIN_AP
USW00026617,64.5111,-165.44,4.0,NOME_MUNI_AP
USW00026618,65.6239,-168.0992,7.6,WALES
USW00026620,64.7,-162.05,6.1,MOSES_POINT_FAA_AP
USW00026627,63.8833,-160.8,5.5,UNALAKLEET_FLD
USW00026631,68.8667,-166.1333,15.8,CAPE_LISBURNE_AFS
USW00026632,63.3167,-168.9667,9.1,NORTHEAST_CAPE
USW00026633,61.7833,-166.0333,123.1,CAPE_ROMANZOF_AFS
USW00026634,65.5667,-167.9167,82.0,TIN_CITY
USW00026642,67.7317,-164.5483,3.0,KIVALINA_AP
USW00026643,66.0689,-162.7639,6.4,DEERING_AP
USW00026655,68.0278,-162.9211,287.1,RED_DOG_MINE_3_SSW
USW00026703,63.7833,-171.75,8.2,GAMBELL
USW00027401,70.1333,-143.6333,11.9,BARTER_ISLAND_WSO_AP
USW00027406,70.1917,-148.4772,18.6,DEADHORSE_AP
USW00027502,71.2833,-156.7814,9.4,BARROW_POST_ROGERS_AP
USW00027503,70.6392,-159.995,9.1,WAINWRIGHT_AP
USW00027515,70.2117,-151.0017,17.4,NUIQSUT_AP
USW00027516,71.3214,-156.6111,4.6,BARROW_4_ENE
XXXLT199633,62.0,-33.0,9999.0,SHIP_STATION_A
